"","std.of.std","numNumericFeatures","PCAKurtosisFirstPC","PCASkewnessFirstPC","Class"
"1",2.61072994676518,2,0.271988948025926,-0.497339405451044,2
"2",0.00929777714053211,0,-0.90345711519782,-0.235644866151059,3
"3",0.00306383078314446,0,-1.16274632312406,0.188351158618587,5
"4",104162.648243356,3,103.690682863062,9.57438928063141,1
"5",26476643.2132093,2,-0.618291755873881,0.174791929734819,3
"6",1525.14447344496,8,-1.14176024052222,0.0551029460433823,1
"7",20.6019836933182,27,-1.16130924398585,0.0273445563996085,1
"8",45.0329346672904,5,8.2981391366141,2.35280650839375,1
"9",2.21316451140317,24,3.03028046577057,1.6297657022988,13
"10",8322.98901683919,7,-0.634300226374442,-0.0458417357841119,11
"11",8057.31594640708,8,-0.565499567838107,-0.0281075907164278,1
"12",8351.69382686497,8,-0.669011865724784,-0.0371796892772859,8
"13",8390.0564026288,7,-0.637298576828097,-0.0161235417200154,5
"14",7746.05285300033,8,-0.692412705440514,0.0148244653836744,7
"15",7991.60591154966,8,-0.655733508445353,0.0351488296871709,1
"16",7712.75707720789,8,-0.626389763340827,0.0167533076234416,5
"17",8582.70254884341,8,29.6331644914557,-4.64425679722223,4
"18",10.7011476047848,2,2.59803958278964,1.15962919012767,7
"19",74.843545192009,2,0.221659007163518,0.0391436022647829,5
"20",301832.043587692,16,70.9466087027271,7.63791634874161,15
"21",966.23814410932,4,212.484139836202,-13.0836372400737,18
"22",1.66757878515435,1,0.0945083419748713,0.707344345069282,2
"23",148.806624286112,1,-1.18053091852779,-0.639085470850145,1
"24",144.555440066643,1,3.47923607877353,-1.96766148461971,20
"25",0.0812290564890369,4703,3.0213898829503,-1.67848766474324,20
"26",0.0510243990230073,243,-0.0472907785593009,-1.11077019281946,3
"27",0.0551925524084517,230,-0.437443286556372,-0.743724624527119,10
"28",0.0780746647177532,0,-1.62809840298143,0.607973735624655,12
"29",34224.5224641926,24,6.24449669510085,-2.15562135673153,19
"30",1.44975874261946,34,-0.610168793993496,0.0438064772292625,18
"31",0.772935769393755,2,-1.3246322082186,-0.160324922778495,20
"32",0.131086490331504,5,-1.03885469030675,0.176469863646294,1
"33",0.932489809294631,1,36.5309118322001,4.70651800234988,4
"34",7179.21567673217,6,-0.770564475443623,-0.254949103399866,3
"35",3.77819929478279,4,-0.601316488460634,0.154957795748988,1
"36",10.8287273550591,13,4.5526684859363,-1.15161311560925,11
"37",16.0104506351197,18,11.3693224191869,2.8526520218436,19
"38",210.918423083372,1,9.19460259664094,2.98318646463888,1
"39",197.435326571297,1,9.93038961145712,3.08316399671454,1
"40",0.139921910113858,0,-1.61185238597019,-0.1282217638039,20
"41",12.233227314666,6,-1.12049438726059,0.0657808427777749,4
"42",0.0789382231622251,5,-1.70455381782323,-0.311194994955186,18
"43",112.335487032508,5,95.2158215117824,8.22422085915344,13
"44",0.0748638563568117,2,-1.25861017612667,0.26416916599013,3
"45",0.0744699703480598,0,-1.3589582511375,-0.321928365199451,3
"46",37.170800860737,1,-1.00521970446473,0.138341290005125,19
"47",0.272038511142142,0,0.180937425236998,-0.754745632706278,1
"48",4.61979793212695,6,0.262024739222737,-0.390603481875006,3
"49",14.5735351265468,10,1.05663360804244,-1.0150623366778,1
"50",0.0259048312157152,7,-1.20253600587714,-0.0118027241116542,12
"51",0.0253002417558586,7,-1.18560515425355,0.0745528699079383,19
"52",0.113301195054475,0,-1.04621207149354,-0.5602893831973,4
"53",27.6955975478186,167,-1.44845213582188,0.226740353759598,20
"54",5.5770728396248,7,37.0862056281681,-5.07531435940635,1
"55",0.00319261602764817,29,-0.81660262948666,-0.125075405643028,19
"56",0.0312585797499369,0,-1.90399955693395,0.125627434621949,18
"57",22.3362702708821,1,5.12628049015656,2.04155187044427,5
"58",8357.03931407554,23,136.202990045414,10.1290843987489,12
"59",22.3362702708821,1,5.12628049015656,2.04155187044427,7
"60",67744.7340944467,23,865.372275068906,-28.458182019155,20
"61",383461.62678671,21,11.3093782491983,2.80669343612613,16
"62",3118.32472802554,24,25.8324375304804,4.25059916086232,20
"63",10148.489486519,25,181.541863804005,-10.5867190020017,19
"64",23001.4796562975,23,159.99797721616,11.4370459769767,1
"65",1282499739944520704,11,-1.12939617895369,-0.217258587955168,12
"66",26348.0330943704,23,102.061734945348,-9.16628112044907,18
"67",0.0561328888525057,1,-0.0555852077772032,-0.0399566208101802,5
"68",9.89397038344183,1,18.7583906791101,-2.73789819682218,1
"69",37.5055644506936,7,7.03790444797933,2.25375402355081,2
"70",57.1644620813573,9,-1.15470706318723,-0.00666005273869152,2
"71",0.125247884075651,0,-1.85309337887905,0.383248491013626,20
"72",0.0276772034032093,0,-1.57629115888624,-0.168408688806582,16
"73",4.80633286325995,4,-1.2498376905874,0.109474011272473,1
"74",152.405886727429,2,-1.20485477329213,0.0174408163878991,3
"75",48804.4348214714,13,32.4550709690823,5.16126323730741,8
"76",0.0800745275429594,7,-2.02487502216633,0.0134858756927355,5
"77",94.191371732247,3,181.519827195167,10.4445861722961,1
"78",2.06402244385574,45,4.7326738659587,2.15891628518773,5
"79",1.10917097311197,16,21.1498186957761,-3.63118367285053,20
"80",61.0207819501143,0,35.8173928460658,3.33126374610238,3
"81",2.44032183449716,1,28.6730386816848,5.41128660030146,3
"82",0.0348195724057591,0,-0.852124231808926,-1.32049593256012e-14,17
"83",0.0732967926420076,3,-1.02084655681217,-0.0228072892406915,15
"84",723.575283344403,5,15.7089826998585,-3.1980212916846,15
"85",34154.027929109,17,7.28281703705986,-2.18730696653185,15
"86",0.324133468200119,5,-1.27898048053386,0.338301570102692,5
"87",0.291682476908817,6,-1.41601393207751,0.0261524656727912,7
"88",0.0661985611745859,1,-1.89398210438083,0.240242830613932,16
"89",0.0672443265351355,1,-1.86012784403348,-0.230813202955049,19
"90",0.0671477050871549,1,-1.83249539602066,-0.312334385891169,1
"91",123.211777498344,4,99.0142108618765,-8.43292179173413,1
"92",12.6202257917266,1,-0.00885127206405656,-0.56128553442376,3
"93",30.0531453535781,0,35.8351166380561,-5.86593311196867,11
"94",9.92748844635921,1,3.35245132630424,-1.43074388005916,1
"95",61552967.6841374,5,-0.784775224232434,-1.00481889544387,5
"96",0.00306383078314446,0,-1.16274632312406,0.188351158618587,5
